PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Abdel Nader,OKC,26,3,0,3,8.5,1.3,0.3,2.3,14.3,0.3,1.7,20,0.3,0.7,50,0.3,0.7,1,0,0,0.3,0.7,0.3,5.5,0,0,-7
Justin Jackson,DAL,25,3,1,2,5.3,1.3,0.3,2,16.7,0,1,0,0.7,1.3,50,0,1,1,0,0,0,0,0.3,2.5,0,0,-7.7
Lance Thomas,BKN,32,3,0,3,5.7,1.3,0.3,1.7,20,0,0.7,0,0.7,1.3,50,0.3,0.7,1,0,0,0,0.3,0.7,3.5,0,0,-3.3
Chris Boucher,TOR,27,7,4,3,6.1,1.1,0.4,1.6,27.3,0.3,0.7,40,0,0.1,0,0.4,1.3,1.7,0.1,0.1,0,0.3,0.7,4.1,0,0,-0.9
Bruno Caboclo,HOU,24,2,1,1,3.3,1,0.5,1,50,0,0.5,0,0,0,0,0,1.5,1.5,0,0,0.5,0,1,4.3,0,0,2
DeMarre Carroll,HOU,33,2,2,0,2.9,1,0.5,1,50,0,0,0,0,0,0,0,1.5,1.5,0.5,0,0,0,0.5,3.6,0,0,1.5
Paul Watson,TOR,25,2,2,0,4.3,1,0.5,1,50,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,3.3,0,0,-2
Furkan Korkmaz,PHI,22,4,0,4,10.1,0.8,0,1.8,0,0,1.5,0,0.8,1.3,60,0,1.5,1.5,0.5,0.5,0.3,0,0.8,3.6,0,0,4
Michael Frazier II,HOU,26,4,3,1,2.9,0.8,0.3,1,25,0.3,0.5,50,0,0,0,0.3,0.8,1,0.5,0.3,0,0,0,2.5,0,0,2.5
Amir Coffey,LAC,23,3,3,0,2.3,0.7,0,1,0,0,0.3,0,0.7,0.7,100,0,0,0,1.3,0,0.3,0,0,3.7,0,0,5
Keita Bates-Diop,DEN,24,5,2,3,4.7,0.6,0.2,1,20,0,0,0,0.2,0.4,50,0.6,0.6,1.2,0.2,0,0,0,0,2.3,0,0,0.4
Jarrell Brantley,UTA,24,2,2,0,6.4,0.5,0,2.5,0,0,1.5,0,0.5,1,50,1.5,0.5,2,1,0.5,0,0.5,2,5.4,0,0,-4.5
Terance Mann,LAC,23,13,7,6,2.1,0.3,0.2,0.4,40,0,0.2,0,0,0,0,0,0.5,0.5,0.1,0.2,0.1,0,0.3,1.1,0,0,0.5
Alize Johnson,IND,24,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Roberson,OKC,28,1,0,1,3.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-6
Carsen Edwards,BOS,22,1,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-1
Deonte Burton,OKC,26,1,0,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Frank Mason III,MIL,26,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.8,0,0,2.5
Gabe Vincent,MIA,24,1,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Dudley,LAL,34,9,7,2,3.4,0,0,0.4,0,0,0.3,0,0,0,0,0,0.2,0.2,0,0.2,0.4,0.1,0.2,1.7,0,0,-4
Joakim Noah,LAC,35,2,0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyle O'Quinn,PHI,30,1,0,1,5.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,3,0.7,0,0,-1
Nigel Williams-Goss,UTA,25,1,1,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,-5
Noah Vonleh,DEN,24,1,0,1,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
Norvel Pelle,PHI,27,1,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,-4
Sterling Brown,MIL,25,1,1,0,3.6,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-9
Tremont Waters,BOS,22,1,1,0,2.4,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2.7,0,0,-2
Tyler Cook,DEN,22,1,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2.4,0,0,7
Tyson Chandler,HOU,37,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Poirier,BOS,26,1,1,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.5,0,0,0
Kevin Durant,GSW,30,12,8,4,36.8,32.3,10.4,20.3,51.4,2.9,6.7,43.8,8.5,9.4,90.3,0.1,4.8,4.9,4.5,3.6,1.1,1,3.2,47.6,0,0,7.1
James Harden,HOU,29,11,6,5,38.6,31.6,9.9,24,41.3,4.4,12.5,35,7.5,8.9,83.7,0.8,6,6.8,6.6,4.6,2.2,0.9,3.7,54.4,4,1,3.6
Kawhi Leonard,TOR,28,24,16,8,39.1,30.5,10.1,20.7,49,2.3,6,37.9,8,9,88.4,2.3,6.8,9.1,3.9,3.1,1.7,0.7,2.3,51.3,9,0,6.5
Paul George,OKC,29,5,1,4,40.8,28.6,8.8,20.2,43.6,3,9.4,31.9,8,9.8,81.6,1.2,7.4,8.6,3.6,4.2,1.4,0.2,4.2,44.9,2,0,0.6
Stephen Curry,GSW,31,22,14,8,38.4,28.2,8.6,19.6,44.1,4.2,11.1,37.7,6.7,7.1,94.3,0.8,5.2,6,5.7,3,1.1,0.2,3.1,44.8,3,1,5.5
Damian Lillard,POR,28,16,8,8,40.6,26.9,8.6,20.6,41.8,3.7,9.9,37.3,5.9,7.1,83.3,0.5,4.3,4.8,6.6,3.8,1.7,0.3,2.5,44.8,3,0,-0.8
Giannis Antetokounmpo,MIL,24,15,10,5,34.3,25.5,8.6,17.4,49.4,1.2,3.7,32.7,7.1,11.2,63.7,2.4,9.8,12.2,4.9,3.3,1.2,2,3.2,53.7,10,0,7.5
Nikola Jokic,DEN,24,14,7,7,39.7,25.1,9.4,18.6,50.6,1.6,4,39.3,4.7,5.6,84.6,3.9,9.1,13,8.4,2.6,1.1,0.9,3.9,57,12,4,6
CJ McCollum,POR,27,16,8,8,39.7,24.7,9.6,21.9,44,2.9,7.3,39.3,2.6,3.5,73.2,0.9,4.1,5,3.7,1.9,0.8,0.6,2.1,38.7,0,0,-0.9
Blake Griffin,DET,30,2,0,2,29,24.5,9,19.5,46.2,3,6.5,46.2,3.5,3.5,100,2,4,6,6,3,1,0,4.5,40.7,0,0,-5.5
Russell Westbrook,OKC,30,5,1,4,39.4,22.8,8,22.2,36,2.2,6.8,32.4,4.6,5.2,88.5,1.4,7.6,9,10.6,4.6,1,0.6,3.8,49.7,4,2,-8.6
DeMar DeRozan,SAS,29,7,3,4,35.8,22,8.3,17,48.7,0,0.1,0,5.4,6.3,86.4,1.4,5.3,6.7,4.6,1.7,1.1,0.1,2.3,39.1,1,0,-4.7
Lou Williams,LAC,32,6,2,4,29.4,21.7,7.5,17.3,43.3,1,3,33.3,5.7,6.8,82.9,1,1.8,2.8,7.7,3,0.8,0.2,2.3,36.6,2,0,-11.5
Donovan Mitchell,UTA,22,5,1,4,38.6,21.4,7.2,22.4,32.1,2.2,8.6,25.6,4.8,6.6,72.7,1.4,3.6,5,3.2,4.2,1.6,0.2,3,33.4,0,0,-7.6
Kyrie Irving,BOS,27,9,5,4,36.7,21.3,7.7,19.9,38.5,2,6.4,31,4,4.4,90,0.6,3.8,4.3,7,3.1,1.4,0.4,2.9,39.6,3,0,-1.6
Jamal Murray,DEN,22,14,7,7,36.3,21.3,7.6,18,42.5,2,5.9,33.7,4,4.4,90.3,1.4,3,4.4,4.7,1.6,1,0.1,1.7,35.4,1,0,4.8
Caris LeVert,BKN,24,5,1,4,28.9,21,7.2,14.6,49.3,2.4,5.2,46.2,4.2,5.8,72.4,1.2,3.4,4.6,3,2,1,0.4,1.6,33.2,0,0,-5.4
Klay Thompson,GSW,29,21,14,7,39,20.7,7.8,17.1,45.6,3.3,7.5,44.3,1.8,2,90.2,0.6,3.5,4.1,2.1,1.8,1.3,0.7,2.8,33.1,0,0,1
Joel Embiid,PHI,25,11,6,5,30.4,20.2,6.2,14.5,42.8,1.1,3.5,30.8,6.7,8.2,82.2,1.9,8.5,10.5,3.4,3.6,0.7,2.3,3.1,43.1,7,0,13
LaMarcus Aldridge,SAS,33,7,3,4,34.9,20,7.9,17.3,45.5,0.4,1.6,27.3,3.9,4.7,81.8,2.7,6.9,9.6,2.7,1,0.7,1,3,39.7,4,0,-2.6
Danilo Gallinari,LAC,30,6,2,4,33.6,19.8,6.5,18.5,35.1,2.2,7.2,30.2,4.7,5.5,84.8,1.5,4.7,6.2,2.7,1.8,1.3,0.2,2.3,33.9,0,0,-7.2
Jimmy Butler,PHI,29,12,7,5,35.1,19.4,6.6,14.6,45.1,1,3.8,26.7,5.3,6,87.5,1.8,4.2,6,5.2,1.8,1.5,0.6,1.7,38.8,2,0,8.2
D'Angelo Russell,BKN,23,5,1,4,29.6,19.4,7.4,20.6,35.9,2.4,7.4,32.4,2.2,2.6,84.6,0.4,3.2,3.6,3.6,2.8,1.4,0.2,2.4,31.1,0,0,-17.8
Pascal Siakam,TOR,25,24,16,8,37.1,19,7.5,16,47,1.2,4.3,27.9,2.8,3.6,75.9,1.7,5.5,7.1,2.8,1.4,1,0.7,2.8,35.4,6,0,4
Montrezl Harrell,LAC,25,6,2,4,26.3,18.3,7.7,10.5,73,0,0.2,0,3,4.3,69.2,2,3.5,5.5,2.2,1.3,0.5,0.7,3.2,30.4,1,0,-13
Bojan Bogdanovic,IND,30,4,0,4,36.9,18,6.3,15.8,39.7,1.8,5.5,31.8,3.8,4.3,88.2,0.8,5,5.8,2.8,1.5,2,0,1.8,33.5,0,0,-7.8
Eric Gordon,HOU,30,11,6,5,37.2,17.8,6.1,13.6,44.7,3.5,8.6,40,2.2,2.5,85.7,0.5,2.1,2.5,1.3,2.5,0.6,1,2,25.2,0,0,0.7
Reggie Jackson,DET,29,4,0,4,26.9,17.8,7,16.3,43.1,2.3,5.3,42.9,1.5,1.8,85.7,1.3,2,3.3,7,1.3,0.8,0,3,33.2,0,0,-14.5
Chris Paul,HOU,34,11,6,5,36.1,17,6,13.5,44.6,1.5,5.7,27,3.5,4.1,84.4,1.3,5.1,6.4,5.5,3.4,2.2,0.6,3.3,37.9,1,0,1.6
Khris Middleton,MIL,27,15,10,5,34.3,16.9,5.6,13.4,41.8,2.7,6.1,43.5,3.1,3.5,88.5,0.6,5.7,6.3,4.4,1.9,0.6,0,2.9,31,3,0,7
Tobias Harris,PHI,26,12,7,5,36.9,15.5,5.9,13.9,42.5,1.8,5.3,34.9,1.8,2.2,84.6,1,8.2,9.2,4,1.7,1.1,0.5,2.5,35.6,3,0,4.9
Ricky Rubio,UTA,28,5,1,4,33.5,15.4,5.6,13.2,42.4,0.8,4,20,3.4,4,85,0.6,2.6,3.2,8.6,3,2.4,0.2,2.8,36.9,2,0,-2.6
Tyreke Evans,IND,29,4,0,4,21,15.3,5.3,12,43.8,2.8,5,55,2,3.5,57.1,0,4.3,4.3,0.8,1.5,0.8,0.3,2,23,0,0,-5.5
Jayson Tatum,BOS,21,9,5,4,32.8,15.2,5.4,12.4,43.8,1.1,3.4,32.3,3.2,4.3,74.4,0.8,5.9,6.7,1.9,2,1.1,0.8,2.3,29.7,2,0,-0.8
Aaron Gordon,ORL,23,5,1,4,32.8,15.2,5.8,12.4,46.8,1.6,4,40,2,3.8,52.6,2.2,5,7.2,3.6,2.6,1.2,0.2,3.2,30.8,1,0,-15.8
Derrick White,SAS,24,7,3,4,27.2,15.1,5.9,10.7,54.7,0.7,2.4,29.4,2.7,3.7,73.1,0.1,2.9,3,3,2.1,0.7,0.7,2.4,25.4,0,0,-1.1
Kyle Lowry,TOR,33,24,16,8,37.5,15,5.1,11.5,44,2.2,6,35.9,2.7,3.4,80.2,0.9,4,4.9,6.6,2.3,1.3,0.3,4,33.3,2,0,6.7
Luke Kennard,DET,23,4,0,4,33.2,15,5.8,11.8,48.9,2.3,3.8,60,1.3,1.5,83.3,0,4,4,1.8,0.8,0.8,0.3,1.5,24.7,0,0,-16
Paul Millsap,DEN,34,14,7,7,33.5,14.6,5.2,11.1,46.8,0.9,2.7,31.6,3.4,4.4,77,1.7,5,6.7,0.8,1.3,0.9,1.1,3.4,28.4,3,0,3.6
Spencer Dinwiddie,BKN,26,5,1,4,26.3,14.6,5.4,12.4,43.5,1.8,4.8,37.5,2,2.8,71.4,0.8,1.8,2.6,1.6,1.6,0.4,0,2,19.7,0,0,-6.8
Andre Drummond,DET,25,4,0,4,31.8,14.3,6,13.5,44.4,0,0.3,0,2.3,5.3,42.9,5,8,13,2.3,2.8,1.5,1.3,4.3,38.7,4,0,-24
Gary Harris,DEN,24,14,7,7,37,14.2,5.2,11.3,46.2,1.4,4.1,35.1,2.4,2.7,86.8,0.6,3.5,4.1,2.3,0.8,0.9,0.6,2.7,26.1,0,0,3.7
Ben Simmons,PHI,22,12,7,5,35.1,13.9,6,9.7,62.1,0,0,0,1.9,3.3,57.5,1.9,5.1,7,6,2.7,1.3,1,3.8,35.4,1,1,3.3
Al Horford,BOS,33,9,5,4,34.5,13.9,5.1,12.2,41.8,2,4.9,40.9,1.7,2,83.3,1.4,7.6,9,4.4,2.1,0.4,0.8,2.3,32.9,3,0,3.1
Jaylen Brown,BOS,22,9,5,4,30.4,13.9,4.9,9.7,50.6,1.6,4.4,35,2.6,3.3,76.7,0.7,5.1,5.8,1.1,1.8,0.7,0.2,3.3,23.4,0,0,-4.9
Dennis Schroder,OKC,25,5,1,4,30.1,13.8,5,11,45.5,1.2,4,30,2.6,3.6,72.2,0.4,2.8,3.2,3.4,1.2,0.8,0,2.2,23.9,0,0,-4.2
Eric Bledsoe,MIL,29,15,10,5,28.2,13.7,5.1,12.3,41.1,1.1,4.8,23.6,2.4,3.4,70.6,1.3,2.4,3.7,4.3,2.1,1.1,0.4,1.9,26.8,0,0,5.7
Marcus Morris Sr.,BOS,29,9,5,4,28.3,13.7,4.6,8.8,51.9,2,4.4,45,2.6,3.4,74.2,1.3,6.8,8.1,1.2,0.8,0.1,0.6,2.4,26.5,2,0,4
Shai Gilgeous-Alexander,LAC,20,6,2,4,28.8,13.7,4.7,10,46.7,1.5,3,50,2.8,3.3,85,0.7,2,2.7,3.2,0.8,1,0.8,2.8,26.3,0,0,-8.8
JJ Redick,PHI,35,12,7,5,31.3,13.4,4.5,10.3,43.5,3,7.3,41.4,1.4,1.7,85,0.2,1.3,1.5,1.6,1.8,0.1,0.3,2.7,16.8,0,0,3.3
Draymond Green,GSW,29,22,14,8,38.7,13.3,5.2,10.4,49.8,0.6,2.6,22.8,2.3,3.2,71.8,1.9,8.3,10.1,8.5,3.8,1.5,1.5,3.9,43.3,14,6,5.8
Rondae Hollis-Jefferson,BKN,24,4,0,4,15.6,13.3,4,8.3,48.5,0.3,0.3,100,5,6.3,80,0.8,2.3,3,1.5,0.8,0.3,1.3,1.8,22.9,0,0,-2.3
Terrence Ross,ORL,28,5,1,4,29.2,13.2,4,10.8,37,2.4,7,34.3,2.8,3.4,82.4,0.2,3.4,3.6,1.4,2,1.2,0.4,2,22.4,0,0,-6.4
Malcolm Brogdon,MIL,26,7,3,4,28.3,13,5,11.1,44.9,2,5.3,37.8,1,1.6,63.6,0.9,4,4.9,3.4,1.4,0.7,0.1,2.3,25.1,1,0,7.6
D.J. Augustin,ORL,31,5,1,4,28.2,12.8,4,8.2,48.8,2,4.2,47.6,2.8,3.2,87.5,0.2,1.4,1.6,3.8,1.4,0.4,0.2,1.4,20.8,0,0,-13.6
Evan Fournier,ORL,26,5,1,4,35,12.4,4.8,13.8,34.8,1.6,6.8,23.5,1.2,1.6,75,0.6,2.6,3.2,2,2.4,1.4,0,2.8,21,0,0,-19
Darren Collison,IND,31,4,0,4,29.2,12,4.8,11.3,42.2,1,2.8,36.4,1.5,1.5,100,1,2,3,4,2.5,0.5,0,2.8,20.6,0,0,-1.8
Derrick Favors,UTA,27,5,1,4,20.6,11.8,4.6,7.2,63.9,0,0.6,0,2.6,3.8,68.4,3,4.4,7.4,0.8,1,0.8,1.8,2.4,28.7,2,0,0.8
Steven Adams,OKC,25,5,1,4,31.8,11.8,5.6,8.4,66.7,0,0.2,0,0.6,1.6,37.5,2.4,4.8,7.2,1.4,1.8,1,1,2.6,26.7,0,0,-7.8
Jerami Grant,OKC,25,5,1,4,35.2,11.6,4,8,50,1.8,4,45,1.8,2.6,69.2,1.2,4.2,5.4,0.8,0.8,0.6,2,2.6,26.3,0,0,-7.2
George Hill,MIL,33,15,10,5,26.3,11.5,4.2,7.9,53.4,1.3,3.2,41.7,1.8,2.2,81.8,1,2.5,3.5,2.8,0.4,0.8,0.3,2.3,22.8,0,0,4.8
Jae Crowder,UTA,28,5,1,4,26,11.4,3.4,9.2,37,1.8,6,30,2.8,3.8,73.7,0.8,5,5.8,0.8,0.2,1,0,1.4,22.4,1,0,-6.6
Enes Kanter,POR,27,16,8,8,28.8,11.4,4.7,9.1,51.4,0.1,0.3,25,1.9,2.6,75.6,3.3,6.4,9.6,1.2,1.6,0.7,0.6,2.3,26.8,5,0,0.6
P.J. Tucker,HOU,34,11,6,5,38.7,11.4,3.6,8,45.5,2.4,5.2,45.6,1.7,2.1,82.6,1.7,5.7,7.5,1.7,0.7,1.7,0.7,3.2,29.5,4,0,5.6
Brook Lopez,MIL,31,15,10,5,29.2,11.2,4.1,8.9,45.5,1.5,5,29.3,1.6,1.9,82.8,0.8,4.7,5.5,1.4,0.7,0.4,1.9,3.1,26,1,0,6.4
Nikola Vucevic,ORL,28,5,1,4,29.5,11.2,4.2,11.6,36.2,0.6,2.6,23.1,2.2,2.8,78.6,1.8,6.2,8,3,2.6,0.4,1,2.4,26.9,1,0,-13.2
Rudy Gobert,UTA,27,5,1,4,30.4,11.2,3.8,6.4,59.4,0,0,0,3.6,4.6,78.3,4.6,5.6,10.2,1.4,1.8,0.6,2.6,3.2,33.3,2,0,-10
Rudy Gay,SAS,32,7,3,4,25.5,11.1,4,10,40,1.1,2.7,42.1,2,2.4,82.4,1.9,5.3,7.1,1.7,1.4,0.4,0.7,1.9,24.3,1,0,-4.1
JaMychal Green,LAC,29,6,2,4,23.5,11,3.8,7.2,53.5,2,3.8,52.2,1.3,1.7,80,1,4.3,5.3,0.8,1.8,0.7,0,3.7,18.8,0,0,-3
Jarrett Allen,BKN,21,5,1,4,22,11,3.8,6.4,59.4,0,0,0,3.4,4,85,3,3.8,6.8,2.2,1.6,0.6,0.6,2.6,24.5,0,0,-12
Bryn Forbes,SAS,25,7,3,4,30.3,10.7,3.9,8,48.2,2.1,4.4,48.4,0.9,1.3,66.7,0.1,3.4,3.6,1,0.4,0.1,0.1,2,16.9,0,0,-2.3
Royce O'Neale,UTA,26,5,1,4,27.4,10.6,4.2,9,46.7,1.6,4.6,34.8,0.6,0.8,75,0.4,4.2,4.6,1.6,2,0.4,0.4,3,18.9,1,0,-0.8
Thaddeus Young,IND,31,4,0,4,32.6,10.5,4.5,10.5,42.9,0.5,2,25,1,1.8,57.1,2.3,4.8,7,3.8,1.3,2.8,0.8,2.5,33.8,0,0,-1
Rodney Hood,POR,26,16,8,8,23.3,9.9,3.3,6.9,46.8,1.1,3.2,35.3,2.3,2.8,81.8,0.6,1.7,2.3,0.9,0.4,0.4,0.2,1.8,15.1,0,0,-0.3
Patrick Beverley,LAC,30,6,2,4,32.4,9.8,3.3,7.8,42.6,2.2,5,43.3,1,1.3,75,1.3,6.7,8,4.7,1.7,1,1,3.5,30.8,3,0,-9.5
Andre Iguodala,GSW,35,21,13,8,30,9.8,3.9,7.9,49.4,1.3,3.8,35,0.7,1.8,37.8,1.3,3,4.3,4,1,1.1,1.1,2,26.7,0,0,3.3
Myles Turner,IND,23,4,0,4,31.5,9.8,3.5,8.8,40,0.8,3.5,21.4,2,3.3,61.5,1,5.3,6.3,1.5,0.8,0,1.8,3.5,24,0,0,-5.3
Clint Capela,HOU,25,11,6,5,30.1,9.7,4.2,7.5,56.1,0,0,0,1.4,3.2,42.9,3.7,6.5,10.3,1.5,1.5,0.3,1.1,2.4,26.9,6,0,-0.5
Gordon Hayward,BOS,29,9,5,4,29.6,9.6,3.2,7.8,41.4,1,2.7,37.5,2.1,2.1,100,0.3,3.7,4,2.4,1.6,0.7,0.3,1.8,19.5,0,0,-1
Nikola Mirotic,MIL,28,14,10,4,21.3,9.5,3.1,8.4,37.6,1.6,5.4,28.9,1.6,2,82.1,1.2,3.1,4.3,0.7,1,0.7,0.2,1.8,17.5,1,0,0.8
Marc Gasol,TOR,34,24,16,8,30.6,9.4,3.2,7.5,42.2,1.4,3.7,38.2,1.7,1.9,87,0.7,5.8,6.4,3,0.9,0.9,1.1,3.5,26.7,1,0,3.2
Serge Ibaka,TOR,29,24,16,8,20.8,9.4,3.8,8,47.7,0.4,1.6,23.7,1.3,1.8,76.2,1.5,4.5,6,0.9,1,0.5,1,3.3,21.1,1,0,3.4
Will Barton,DEN,28,14,7,7,23.4,9.1,3.4,9.6,34.8,1.1,3.9,27.3,1.3,1.9,69.2,1.1,3.7,4.8,1.7,1,0.3,0.6,1.4,19.2,1,0,-4.1
Joe Harris,BKN,27,5,1,4,29.9,8.8,3.2,8.6,37.2,0.8,4.2,19,1.6,1.6,100,1.2,3,4.2,0.6,1.8,0.6,0,2.4,14.7,0,0,-15.8
Domantas Sabonis,IND,23,4,0,4,24,8.5,3,7.3,41.4,0.3,1,25,2.3,3.5,64.3,1.8,5.5,7.3,4,1.3,0.8,0.3,3,25,0,0,-8.3
Maurice Harkless,POR,26,16,8,8,24.2,8.4,3.3,6.8,47.7,0.4,1.8,25,1.4,2.3,63.9,1.8,3.1,4.9,1.4,1.1,1.1,1,3.5,21.7,2,0,-2.2
Malik Beasley,DEN,22,14,7,7,20.1,8.1,2.6,6.6,38.7,1.4,3.4,40.4,1.6,2.2,71,0.8,2.6,3.4,1,0.5,0.2,0.1,1.4,14,0,0,-0.3
Fred VanVleet,TOR,25,24,16,8,24.7,8,2.7,6.9,39.2,1.6,4.1,38.8,1,1.3,77.4,0.3,1.4,1.7,2.6,0.9,0.8,0.3,2,16,0,0,1.4
Shabazz Napier,BKN,27,3,0,3,9.4,8,2.3,3.7,63.6,1,1.7,60,2.3,2.7,87.5,0.7,1.7,2.3,3.7,0,0.3,0,0.3,17.3,1,0,7.7
Langston Galloway,DET,27,4,0,4,27.5,7.8,2.8,8.5,32.4,2.3,6.3,36,0,0,0,0.5,3.3,3.8,1,0.5,0.5,1,2.5,17.8,0,0,-9
Wayne Ellington,DET,31,4,0,4,32.8,7.8,2.8,8.8,31.4,1.8,5.5,31.8,0.5,0.5,100,0.8,3,3.8,1.3,0.5,0.8,0,1,15.9,0,0,-20.8
Meyers Leonard,POR,27,11,5,6,15.5,7.7,3.1,5.9,52.3,1.3,3,42.4,0.3,0.8,33.3,0.5,3.1,3.6,1.1,0.4,0.3,0.1,2.5,14.5,1,0,-0.5
Landry Shamet,LAC,22,6,2,4,29,7.7,2.2,6.3,34.2,1.7,5.2,32.3,1.7,1.7,100,0.2,1.8,2,1.7,1.2,1,0,2.5,14.4,0,0,1
DeMarcus Cousins,GSW,28,8,3,5,16.6,7.6,2.6,6.6,39.6,0.4,1.5,25,2,3.1,64,1.1,3.8,4.9,2.4,2.4,0.6,0.8,3,18.8,1,0,-3.6
James Ennis III,PHI,28,11,7,4,21.1,7.5,2.8,5.8,48.4,0.8,2.9,28.1,1.1,1.7,63.2,1.5,2.4,3.8,1.1,0.9,0.4,0.3,2.8,14.8,0,0,-0.6
Cory Joseph,IND,27,4,0,4,21.2,7.5,3,6,50,1,2.3,44.4,0.5,0.5,100,0.3,1.5,1.8,1,0,0.8,0,1.8,13.4,0,0,-6.8
Austin Rivers,HOU,26,10,6,4,21.5,7.4,2.7,6.2,43.5,1.6,3.5,45.7,0.4,0.6,66.7,0.2,1.9,2.1,1,0.8,0.5,0.1,3.1,12.4,0,0,2.1
Al-Farouq Aminu,POR,28,16,8,8,24.9,7.4,2.4,6.8,34.9,0.9,3.2,29.4,1.7,2.3,75,1.8,4.4,6.3,1.3,1,0.6,0.6,2.1,19.4,1,0,-1.3
Jakob Poeltl,SAS,23,7,3,4,25.3,7.3,3.3,5.1,63.9,0,0.1,0,0.7,1.3,55.6,3.6,4.1,7.7,1.7,0.4,0.3,0.7,3.7,21.7,0,0,1.3
Kevon Looney,GSW,23,21,14,7,20.5,7.1,3,4.4,68.8,0,0,0,1,1.4,72.4,2,2.5,4.5,1,0.6,0.6,0.5,2.4,16.6,1,0,4.6
Wesley Matthews,IND,32,4,0,4,29.7,7,2.3,7.5,30,1.8,5.3,33.3,0.8,0.8,100,0,2.5,2.5,2,2,0.8,0.3,1.5,14,0,0,-3.5
Danny Green,TOR,32,24,16,8,28.5,6.9,2.2,6.5,34.2,1.6,5,32.8,0.9,1,91.3,0.7,2.9,3.6,1.1,1.1,1.3,0.5,2.5,17.2,0,0,4.5
Zach Collins,POR,21,16,8,8,17.2,6.8,2.6,5.1,50.6,0.4,1.3,33.3,1.3,1.6,80,1.1,2.6,3.6,0.9,1.3,0.4,1.3,3.4,16.5,0,0,-1.4
Ersan Ilyasova,MIL,32,15,10,5,18.2,6.8,2.3,5.4,43.2,0.8,2.7,30,1.3,1.7,80,1.3,3.4,4.7,1.4,0.5,0.7,0.4,2.7,17.3,0,0,5.9
DeMarre Carroll,BKN,32,5,1,4,23.9,6.6,1.8,7.6,23.7,1.4,4.8,29.2,1.6,1.6,100,1.2,2.8,4,0.4,0.6,0.8,0,1.6,13.8,0,0,-7
Jonathan Isaac,ORL,21,5,1,4,27.3,6.6,2.2,8,27.5,0.8,4,20,1.4,1.6,87.5,2,4.2,6.2,0.4,1,0.4,1,1.8,17.8,0,0,-11.8
Michael Carter-Williams,ORL,27,5,1,4,18.5,6.6,2.4,6.2,38.7,0.4,1.6,25,1.4,1.6,87.5,0.4,3.6,4,2.4,1.6,0.6,0,2.4,15.2,0,0,-3
Torrey Craig,DEN,28,14,7,7,23.6,6.6,2.4,4.9,47.8,1.2,2.6,47.2,0.6,1.1,56.3,1.5,3.6,5.1,0.9,0.4,0.5,0.4,2.7,16.2,0,0,2.1
Norman Powell,TOR,26,23,15,8,15.9,6.5,2.4,5.5,44.4,1,2.7,38.7,0.6,0.8,73.7,0.2,2,2.2,1.1,0.5,0.4,0,1.3,11.5,0,0,3
Terry Rozier,BOS,25,9,5,4,18,6.4,2.1,6.6,32.2,0.9,3.8,23.5,1.3,1.8,75,0.4,3.9,4.3,1.9,1.1,0.4,0.2,1.7,15.4,0,0,1.4
Joe Ingles,UTA,31,5,1,4,30.1,6.4,2.4,7.4,32.4,1.6,5.8,27.6,0,0,0,0.6,4.2,4.8,5,1.6,2.2,0,2.8,24.7,0,0,-6.6
Rodions Kurucs,BKN,21,4,1,3,17.1,6.3,2,5,40,0.5,2,25,1.8,2.3,77.8,1.5,3.5,5,0.8,0.5,0.5,0,2.5,14.4,0,0,-6.8
Pat Connaughton,MIL,26,15,10,5,21.6,6.2,2.5,5.1,48.1,1,2.8,35.7,0.3,0.5,50,0.7,5.5,6.2,1.4,0.6,0.4,0.9,0.9,18.9,0,0,3.6
